Broadcast Year,Broadcast Quarter,Market ,Service Type,Broadcast Language,Total Quarterly Hours,Universe
2024,Quarter 4,Calgary,Non-Commercial,French, -   ," 1,429,473 "
2024,Quarter 4,Calgary,Non-Commercial,English, -   ," 1,429,473 "
2024,Quarter 4,Calgary,Private Commercial,French," 4,155 "," 1,429,473 "
2024,Quarter 4,Calgary,Private Commercial,English," 72,885,969 "," 1,429,473 "
2024,Quarter 4,Edmonton,CBC/SRC,French," 562,292 "," 1,344,191 "
2024,Quarter 4,Edmonton,CBC/SRC,English," 10,215,503 "," 1,344,191 "
2024,Quarter 4,Edmonton,Non-Commercial,French, -   ," 1,344,191 "
2024,Quarter 4,Edmonton,Non-Commercial,English, 387 ," 1,344,191 "
2024,Quarter 4,Edmonton,Private Commercial,French," 9,072 "," 1,344,191 "
2024,Quarter 4,Edmonton,Private Commercial,English," 84,973,998 "," 1,344,191 "
2024,Quarter 4,Montreal,CBC/SRC,English," 12,847,760 "," 3,949,344 "
2024,Quarter 4,Montreal,CBC/SRC,French," 75,332,528 "," 3,949,344 "
2024,Quarter 4,Montreal,Non-Commercial,French, -   ," 3,949,344 "
2024,Quarter 4,Montreal,Non-Commercial,English," 9,573 "," 3,949,344 "
2024,Quarter 4,Montreal,Private Commercial,English," 86,458,319 "," 3,949,344 "
2024,Quarter 4,Montreal,Private Commercial,French," 201,938,748 "," 3,949,344 "
2024,Quarter 4,Toronto,CBC/SRC,French," 483,983 "," 6,097,366 "
2024,Quarter 4,Toronto,CBC/SRC,English," 64,317,652 "," 6,097,366 "
2024,Quarter 4,Toronto,Non-Commercial,French, -   ," 6,097,366 "
2024,Quarter 4,Toronto,Non-Commercial,English," 8,067,390 "," 6,097,366 "
2024,Quarter 4,Toronto,Private Commercial,French," 202,136 "," 6,097,366 "
2024,Quarter 4,Toronto,Private Commercial,English," 387,113,504 "," 6,097,366 "
2024,Quarter 4,Vancouver,CBC/SRC,French," 736,853 "," 2,585,763 "
2024,Quarter 4,Vancouver,CBC/SRC,English," 22,386,243 "," 2,585,763 "
2024,Quarter 4,Vancouver,Non-Commercial,French, -   ," 2,585,763 "
2024,Quarter 4,Vancouver,Non-Commercial,English, -   ," 2,585,763 "
2024,Quarter 4,Vancouver,Private Commercial,French," 5,745 "," 2,585,763 "
2024,Quarter 4,Vancouver,Private Commercial,English," 130,131,767 "," 2,585,763 "
2025,Quarter 1,Calgary,CBC/SRC,French," 1,203,366 "," 1,466,871 "
2025,Quarter 1,Calgary,CBC/SRC,English," 14,873,978 "," 1,466,871 "
2025,Quarter 1,Calgary,Non-Commercial,English, -   ," 1,466,871 "
2025,Quarter 1,Calgary,Non-Commercial,French, -   ," 1,466,871 "
2025,Quarter 1,Calgary,Private Commercial,French, 18 ," 1,466,871 "
2025,Quarter 1,Calgary,Private Commercial,English," 82,366,013 "," 1,466,871 "
2025,Quarter 1,Edmonton,CBC/SRC,French," 872,539 "," 1,392,815 "
2025,Quarter 1,Edmonton,CBC/SRC,English," 10,056,092 "," 1,392,815 "
2025,Quarter 1,Edmonton,Non-Commercial,French, -   ," 1,392,815 "
2025,Quarter 1,Edmonton,Non-Commercial,English, 84 ," 1,392,815 "
2025,Quarter 1,Edmonton,Private Commercial,French," 55,901 "," 1,392,815 "
2025,Quarter 1,Edmonton,Private Commercial,English," 82,487,877 "," 1,392,815 "
2025,Quarter 1,Montreal,CBC/SRC,English," 13,779,909 "," 3,969,933 "
2025,Quarter 1,Montreal,CBC/SRC,French," 78,242,297 "," 3,969,933 "
2025,Quarter 1,Montreal,Non-Commercial,French, -   ," 3,969,933 "
2025,Quarter 1,Montreal,Non-Commercial,English," 2,887 "," 3,969,933 "
2025,Quarter 1,Montreal,Private Commercial,English," 84,598,232 "," 3,969,933 "
2025,Quarter 1,Montreal,Private Commercial,French," 180,706,008 "," 3,969,933 "
2025,Quarter 1,Toronto,CBC/SRC,French," 1,030,406 "," 6,292,897 "
2025,Quarter 1,Toronto,CBC/SRC,English," 64,638,354 "," 6,292,897 "
2025,Quarter 1,Toronto,Non-Commercial,French, -   ," 6,292,897 "
2025,Quarter 1,Toronto,Non-Commercial,English," 8,087,015 "," 6,292,897 "
2025,Quarter 1,Toronto,Private Commercial,French," 484,712 "," 6,292,897 "
2025,Quarter 1,Toronto,Private Commercial,English," 381,364,720 "," 6,292,897 "
2025,Quarter 1,Vancouver,CBC/SRC,French," 1,544,072 "," 2,757,838 "
2025,Quarter 1,Vancouver,CBC/SRC,English," 21,929,318 "," 2,757,838 "
2025,Quarter 1,Vancouver,Non-Commercial,French, -   ," 2,757,838 "
2025,Quarter 1,Vancouver,Non-Commercial,English," 1,774 "," 2,757,838 "
2025,Quarter 1,Vancouver,Private Commercial,French," 1,563 "," 2,757,838 "
2025,Quarter 1,Vancouver,Private Commercial,English," 137,846,900 "," 2,757,838 "
2025,Quarter 2,Calgary,CBC/SRC,French," 978,531 "," 1,466,893 "
2025,Quarter 2,Calgary,CBC/SRC,English," 17,359,594 "," 1,466,893 "
2025,Quarter 2,Calgary,Non-Commercial,French, -   ," 1,466,893 "
2025,Quarter 2,Calgary,Non-Commercial,English, 77 ," 1,466,893 "
2025,Quarter 2,Calgary,Private Commercial,French," 2,359 "," 1,466,893 "
2025,Quarter 2,Calgary,Private Commercial,English," 75,801,024 "," 1,466,893 "
2025,Quarter 2,Edmonton,CBC/SRC,French," 1,267,809 "," 1,392,861 "
2025,Quarter 2,Edmonton,CBC/SRC,English," 10,117,741 "," 1,392,861 "
2025,Quarter 2,Edmonton,Non-Commercial,French, -   ," 1,392,861 "
2025,Quarter 2,Edmonton,Non-Commercial,English, 651 ," 1,392,861 "
2025,Quarter 2,Edmonton,Private Commercial,French," 83,612 "," 1,392,861 "
2025,Quarter 2,Edmonton,Private Commercial,English," 75,078,379 "," 1,392,861 "
2025,Quarter 2,Montreal,CBC/SRC,English," 12,957,556 "," 3,969,956 "
2025,Quarter 2,Montreal,CBC/SRC,French," 85,061,332 "," 3,969,956 "
2025,Quarter 2,Montreal,Non-Commercial,French, -   ," 3,969,956 "
2025,Quarter 2,Montreal,Non-Commercial,English," 1,515 "," 3,969,956 "
2025,Quarter 2,Montreal,Private Commercial,English," 78,802,480 "," 3,969,956 "
2025,Quarter 2,Montreal,Private Commercial,French," 172,581,507 "," 3,969,956 "
2025,Quarter 2,Toronto,CBC/SRC,French," 1,042,521 "," 6,292,904 "
2025,Quarter 2,Toronto,CBC/SRC,English," 61,331,555 "," 6,292,904 "
2025,Quarter 2,Toronto,Non-Commercial,French, -   ," 6,292,904 "
2025,Quarter 2,Toronto,Non-Commercial,English," 6,166,468 "," 6,292,904 "
2025,Quarter 2,Toronto,Private Commercial,French," 1,022,908 "," 6,292,904 "
2025,Quarter 2,Toronto,Private Commercial,English," 363,161,571 "," 6,292,904 "
2025,Quarter 2,Vancouver,CBC/SRC,French," 1,822,311 "," 2,757,816 "
2025,Quarter 2,Vancouver,CBC/SRC,English," 29,231,620 "," 2,757,816 "
2025,Quarter 2,Vancouver,Non-Commercial,French, -   ," 2,757,816 "
2025,Quarter 2,Vancouver,Non-Commercial,English," 2,197 "," 2,757,816 "
2025,Quarter 2,Vancouver,Private Commercial,French, 211 ," 2,757,816 "
2025,Quarter 2,Vancouver,Private Commercial,English," 123,960,036 "," 2,757,816 "
2025,Quarter 3,Calgary,CBC/SRC,French," 778,986 "," 1,466,912 "
2025,Quarter 3,Calgary,CBC/SRC,English," 17,751,950 "," 1,466,912 "
2025,Quarter 3,Calgary,Non-Commercial,French, -   ," 1,466,912 "
2025,Quarter 3,Calgary,Non-Commercial,English, -   ," 1,466,912 "
2025,Quarter 3,Calgary,Private Commercial,French, 469 ," 1,466,912 "
2025,Quarter 3,Calgary,Private Commercial,English," 77,513,810 "," 1,466,912 "
2025,Quarter 3,Edmonton,CBC/SRC,French," 1,192,798 "," 1,392,887 "
2025,Quarter 3,Edmonton,CBC/SRC,English," 11,583,387 "," 1,392,887 "
2025,Quarter 3,Edmonton,Non-Commercial,French, -   ," 1,392,887 "
2025,Quarter 3,Edmonton,Non-Commercial,English, -   ," 1,392,887 "
2025,Quarter 3,Edmonton,Private Commercial,French," 110,271 "," 1,392,887 "
2025,Quarter 3,Edmonton,Private Commercial,English," 80,381,466 "," 1,392,887 "
2025,Quarter 3,Montreal,CBC/SRC,English," 13,135,391 "," 3,969,947 "
2025,Quarter 3,Montreal,CBC/SRC,French," 87,358,905 "," 3,969,947 "
2025,Quarter 3,Montreal,Non-Commercial,French, -   ," 3,969,947 "
2025,Quarter 3,Montreal,Non-Commercial,English, 237 ," 3,969,947 "
2025,Quarter 3,Montreal,Private Commercial,English," 84,545,335 "," 3,969,947 "
2025,Quarter 3,Montreal,Private Commercial,French," 175,356,323 "," 3,969,947 "
2025,Quarter 3,Toronto,CBC/SRC,French," 332,179 "," 6,292,942 "
2025,Quarter 3,Toronto,CBC/SRC,English," 66,865,687 "," 6,292,942 "
2025,Quarter 3,Toronto,Non-Commercial,French, -   ," 6,292,942 "
2025,Quarter 3,Toronto,Non-Commercial,English," 8,746,266 "," 6,292,942 "
2025,Quarter 3,Toronto,Private Commercial,French," 843,045 "," 6,292,942 "
2025,Quarter 3,Toronto,Private Commercial,English," 368,128,313 "," 6,292,942 "
2025,Quarter 3,Vancouver,CBC/SRC,French," 1,657,422 "," 2,757,883 "
2025,Quarter 3,Vancouver,CBC/SRC,English," 31,871,360 "," 2,757,883 "
2025,Quarter 3,Vancouver,Non-Commercial,French, -   ," 2,757,883 "
2025,Quarter 3,Vancouver,Non-Commercial,English, 722 ," 2,757,883 "
2025,Quarter 3,Vancouver,Private Commercial,French," 1,209 "," 2,757,883 "
2025,Quarter 3,Vancouver,Private Commercial,English," 128,985,289 "," 2,757,883 "
