Broadcast Year,Broadcast Quarter,Market,Service Type,Broadcast Language,Total Quarterly Hours,Universe
2024, Quarter 4,Quebec,Non-Canadian & Other,English," 64,534,514 "," 8,661,000 "
2024, Quarter 4,West,Conventional ,English," 559,836,417 "," 9,835,000 "
2024, Quarter 4,West,Conventional ,French," 938,831 "," 9,835,000 "
2024, Quarter 4,West,Discretionary & On-Demand,French," 764,575 "," 9,835,000 "
2024, Quarter 4,West,Discretionary & On-Demand,English," 929,421,467 "," 9,835,000 "
2024, Quarter 4,West,Discretionary & On-Demand,Other," 122,547 "," 9,835,000 "
2024, Quarter 4,West,Non-Canadian & Other,English," 195,522,680 "," 9,835,000 "
2025, Quarter 1,Atlantic,Conventional ,English," 195,216,667 "," 2,585,000 "
2025, Quarter 1,Atlantic,Conventional ,French," 8,916,667 "," 2,585,000 "
2025, Quarter 1,Atlantic,Discretionary & On-Demand,Other," 16,667 "," 2,585,000 "
2025, Quarter 1,Atlantic,Discretionary & On-Demand,French," 8,600,000 "," 2,585,000 "
2025, Quarter 1,Atlantic,Discretionary & On-Demand,English," 335,716,666 "," 2,585,000 "
2025, Quarter 1,Atlantic,Non-Canadian & Other,English," 110,716,667 "," 2,585,000 "
2025, Quarter 1,Central,Conventional ,English," 168,583,334 "," 2,644,000 "
2025, Quarter 1,Central,Conventional ,French," 566,667 "," 2,644,000 "
2025, Quarter 1,Central,Discretionary & On-Demand,Other," 66,667 "," 2,644,000 "
2025, Quarter 1,Central,Discretionary & On-Demand,English," 357,450,000 "," 2,644,000 "
2025, Quarter 1,Central,Discretionary & On-Demand,French," 316,667 "," 2,644,000 "
2025, Quarter 1,Central,Non-Canadian & Other,English," 83,250,000 "," 2,644,000 "
2025, Quarter 1,Ontario,Conventional ,English," 806,050,000 "," 15,752,000 "
2025, Quarter 1,Ontario,Conventional ,French," 17,050,000 "," 15,752,000 "
2025, Quarter 1,Ontario,Discretionary & On-Demand,Other," 2,200,000 "," 15,752,000 "
2025, Quarter 1,Ontario,Discretionary & On-Demand,English," 1,637,250,000 "," 15,752,000 "
2025, Quarter 1,Ontario,Discretionary & On-Demand,French," 10,150,000 "," 15,752,000 "
2025, Quarter 1,Ontario,Non-Canadian & Other,English," 441,033,333 "," 15,752,000 "
2025, Quarter 1,Quebec,Conventional ,English," 93,600,000 "," 8,770,000 "
2025, Quarter 1,Quebec,Conventional ,French," 1,072,366,667 "," 8,770,000 "
2025, Quarter 1,Quebec,Discretionary & On-Demand,English," 154,866,667 "," 8,770,000 "
2025, Quarter 1,Quebec,Discretionary & On-Demand,French," 1,029,566,666 "," 8,770,000 "
2025, Quarter 1,Quebec,Discretionary & On-Demand,Other," 100,000 "," 8,770,000 "
2025, Quarter 1,Quebec,Non-Canadian & Other,English," 68,183,333 "," 8,770,000 "
2025, Quarter 1,West,Conventional ,French," 816,666 "," 10,316,000 "
2025, Quarter 1,West,Conventional ,English," 613,300,000 "," 10,316,000 "
2025, Quarter 1,West,Discretionary & On-Demand,English," 976,349,999 "," 10,316,000 "
2025, Quarter 1,West,Discretionary & On-Demand,French," 1,383,334 "," 10,316,000 "
2025, Quarter 1,West,Discretionary & On-Demand,Other," 550,000 "," 10,316,000 "
2025, Quarter 1,West,Non-Canadian & Other,English," 223,083,333 "," 10,316,000 "
2025, Quarter 2,Atlantic,Conventional ,French," 8,799,999 "," 2,585,000 "
2025, Quarter 2,Atlantic,Conventional ,English," 195,850,000 "," 2,585,000 "
2025, Quarter 2,Atlantic,Discretionary & On-Demand,English," 378,950,000 "," 2,585,000 "
2025, Quarter 2,Atlantic,Discretionary & On-Demand,Other," 33,334 "," 2,585,000 "
2025, Quarter 2,Atlantic,Discretionary & On-Demand,French," 7,983,333 "," 2,585,000 "
2025, Quarter 2,Atlantic,Non-Canadian & Other,English," 95,433,333 "," 2,585,000 "
2025, Quarter 2,Central,Conventional ,French," 1,100,000 "," 2,644,000 "
2025, Quarter 2,Central,Conventional ,English," 174,800,001 "," 2,644,000 "
2025, Quarter 2,Central,Discretionary & On-Demand,English," 380,816,667 "," 2,644,000 "
2025, Quarter 2,Central,Discretionary & On-Demand,Other, -   ," 2,644,000 "
2025, Quarter 2,Central,Discretionary & On-Demand,French," 1,050,000 "," 2,644,000 "
2025, Quarter 2,Central,Non-Canadian & Other,English," 60,316,666 "," 2,644,000 "
2025, Quarter 2,Ontario,Conventional ,French," 17,233,333 "," 15,752,000 "
2025, Quarter 2,Ontario,Conventional ,English," 840,366,667 "," 15,752,000 "
2025, Quarter 2,Ontario,Discretionary & On-Demand,English," 1,782,216,666 "," 15,752,000 "
2025, Quarter 2,Ontario,Discretionary & On-Demand,Other," 950,000 "," 15,752,000 "
2025, Quarter 2,Ontario,Discretionary & On-Demand,French," 14,066,666 "," 15,752,000 "
2025, Quarter 2,Ontario,Non-Canadian & Other,English," 403,333,333 "," 15,752,000 "
2025, Quarter 2,Quebec,Conventional ,French," 1,105,283,333 "," 8,770,000 "
2025, Quarter 2,Quebec,Conventional ,English," 100,500,000 "," 8,770,000 "
2025, Quarter 2,Quebec,Discretionary & On-Demand,English," 164,233,333 "," 8,770,000 "
2025, Quarter 2,Quebec,Discretionary & On-Demand,Other," 100,000 "," 8,770,000 "
2025, Quarter 2,Quebec,Discretionary & On-Demand,French," 1,127,783,333 "," 8,770,000 "
2025, Quarter 2,Quebec,Non-Canadian & Other,English," 58,116,667 "," 8,770,000 "
2025, Quarter 2,West,Conventional ,English," 597,033,334 "," 10,316,000 "
2025, Quarter 2,West,Conventional ,French," 1,283,334 "," 10,316,000 "
2025, Quarter 2,West,Discretionary & On-Demand,Other," 400,000 "," 10,316,000 "
2025, Quarter 2,West,Discretionary & On-Demand,English," 1,077,133,333 "," 10,316,000 "
2025, Quarter 2,West,Discretionary & On-Demand,French," 3,200,000 "," 10,316,000 "
2025, Quarter 2,West,Non-Canadian & Other,English," 195,333,334 "," 10,316,000 "
2025, Quarter 3,Atlantic,Conventional ,English," 193,750,001 "," 2,585,000 "
2025, Quarter 3,Atlantic,Conventional ,French," 6,000,001 "," 2,585,000 "
2025, Quarter 3,Atlantic,Discretionary & On-Demand,French," 13,700,000 "," 2,585,000 "
2025, Quarter 3,Atlantic,Discretionary & On-Demand,English," 395,133,334 "," 2,585,000 "
2025, Quarter 3,Atlantic,Discretionary & On-Demand,Other," 16,667 "," 2,585,000 "
2025, Quarter 3,Atlantic,Non-Canadian & Other,English," 123,033,333 "," 2,585,000 "
2025, Quarter 3,Central,Conventional ,English," 195,600,000 "," 2,644,000 "
2025, Quarter 3,Central,Conventional ,French," 850,001 "," 2,644,000 "
2025, Quarter 3,Central,Discretionary & On-Demand,Other," 16,667 "," 2,644,000 "
2025, Quarter 3,Central,Discretionary & On-Demand,English," 363,233,333 "," 2,644,000 "
2025, Quarter 3,Central,Discretionary & On-Demand,French," 700,000 "," 2,644,000 "
2025, Quarter 3,Central,Non-Canadian & Other,English," 62,733,334 "," 2,644,000 "
2025, Quarter 3,Ontario,Conventional ,English," 826,400,000 "," 15,752,000 "
2025, Quarter 3,Ontario,Conventional ,French," 16,333,333 "," 15,752,000 "
2025, Quarter 3,Ontario,Discretionary & On-Demand,Other," 433,333 "," 15,752,000 "
2025, Quarter 3,Ontario,Discretionary & On-Demand,English," 1,809,416,667 "," 15,752,000 "
2025, Quarter 3,Ontario,Discretionary & On-Demand,French," 6,316,667 "," 15,752,000 "
2025, Quarter 3,Ontario,Non-Canadian & Other,English," 406,083,333 "," 15,752,000 "
2025, Quarter 3,Quebec,Conventional ,English," 109,483,334 "," 8,770,000 "
2025, Quarter 3,Quebec,Conventional ,French," 977,216,667 "," 8,770,000 "
2025, Quarter 3,Quebec,Discretionary & On-Demand,French," 1,102,233,334 "," 8,770,000 "
2025, Quarter 3,Quebec,Discretionary & On-Demand,English," 161,533,333 "," 8,770,000 "
2025, Quarter 3,Quebec,Discretionary & On-Demand,Other," 50,000 "," 8,770,000 "
2025, Quarter 3,Quebec,Non-Canadian & Other,English," 55,883,333 "," 8,770,000 "
2025, Quarter 3,West,Conventional ,French," 1,366,666 "," 10,316,000 "
2025, Quarter 3,West,Conventional ,English," 579,050,000 "," 10,316,000 "
2025, Quarter 3,West,Discretionary & On-Demand,English," 1,042,549,999 "," 10,316,000 "
2025, Quarter 3,West,Discretionary & On-Demand,French," 1,366,666 "," 10,316,000 "
2025, Quarter 3,West,Discretionary & On-Demand,Other," 183,333 "," 10,316,000 "
2025, Quarter 3,West,Non-Canadian & Other,English," 184,616,666 "," 10,316,000 "
